Episode,Min_AoI,p_d,PRR
1605,107.7287,0.7185,0.0152
1606,115.8779,0.6910,0.0279
1607,113.8002,0.6900,0.0141
1608,113.4713,0.6588,0.0279
1609,110.3288,0.7285,0.0251
1610,105.1384,0.6641,0.0253
1611,115.2348,0.6062,0.0198
1612,112.4794,0.7255,0.0131
1613,112.4818,0.7256,0.0127
1614,109.2147,0.7205,0.0139
1615,113.5375,0.7268,0.0127
1616,107.7630,0.5617,0.0159
1617,116.9491,0.6178,0.0169
1618,112.5023,0.7191,0.0132
1619,106.9918,0.6261,0.0174
1620,116.7928,0.6672,0.0317
1621,112.5758,0.7043,0.0267
1622,119.5571,0.6732,0.0221
1623,109.4613,0.5917,0.0161
1624,104.8003,0.7237,0.0265
1625,113.3128,0.6946,0.0205
1626,115.5015,0.6964,0.0269
1627,114.3588,0.6734,0.0172
1628,114.1283,0.6426,0.0164
1629,111.3784,0.6912,0.0254
1630,117.6541,0.7156,0.0184
1631,109.6743,0.7253,0.0250
1632,109.1135,0.7162,0.0182
1633,111.9714,0.6656,0.0175
1634,113.9753,0.7277,0.0185
1635,109.8938,0.7250,0.0151
1636,109.1605,0.6879,0.0182
1637,113.0939,0.6062,0.0158
1638,106.6869,0.6310,0.0289
1639,113.3914,0.6657,0.0169
1640,111.9549,0.7074,0.0180
1641,118.8393,0.5652,0.0216
1642,112.8642,0.6329,0.0154
1643,109.6468,0.6277,0.0158
1644,113.6111,0.7205,0.0165
1645,112.3750,0.7206,0.0197
1646,112.7032,0.5742,0.0387
1647,108.8119,0.5923,0.0161
1648,107.0484,0.5284,0.0310
1649,101.3721,0.6977,0.0212
1650,118.2769,0.6737,0.0257
1651,108.7517,0.7006,0.0139
1652,118.1843,0.5910,0.0289
1653,116.2160,0.6924,0.0291
1654,110.1339,0.6641,0.0206
1655,110.9507,0.6697,0.0134
1656,108.5432,0.7223,0.0226
1657,107.2082,0.6961,0.0224
1658,108.8216,0.6554,0.0193
1659,113.4215,0.6767,0.0134
1660,114.1016,0.7036,0.0258
1661,115.6631,0.6800,0.0163
1662,114.4976,0.7280,0.0206
1663,110.5795,0.7211,0.0219
1664,105.9415,0.6989,0.0237
1665,114.2415,0.6218,0.0156
1666,107.3426,0.6334,0.0247
1667,118.9985,0.6715,0.0303
1668,103.0257,0.7282,0.0145
1669,114.4493,0.7200,0.0205
1670,113.4607,0.7244,0.0134
1671,107.4362,0.5885,0.0147
1672,119.9004,0.6330,0.0304
1673,113.0883,0.7198,0.0148
1674,111.0067,0.5383,0.0305
1675,109.8630,0.7257,0.0157
1676,106.5617,0.6687,0.0151
1677,109.9484,0.7176,0.0125
1678,107.9646,0.7152,0.0131
1679,105.6278,0.6322,0.0153
1680,119.6765,0.5666,0.0209
1681,117.4197,0.7137,0.0130
1682,109.8741,0.6893,0.0199
1683,113.7404,0.7178,0.0260
1684,117.6849,0.7146,0.0172
1685,117.6485,0.7191,0.0229
1686,110.8000,0.6836,0.0188
1687,113.5505,0.6597,0.0282
1688,117.2109,0.7170,0.0272
1689,111.5675,0.6194,0.0145
1690,108.8577,0.7195,0.0130
1691,110.0157,0.7248,0.0180
1692,111.4434,0.6449,0.0255
1693,113.4339,0.7197,0.0136
1694,106.5814,0.6636,0.0147
1695,109.5050,0.7230,0.0265
1696,115.2372,0.7182,0.0169
1697,112.8918,0.6089,0.0212
1698,107.1766,0.6026,0.0147
1699,113.8680,0.7216,0.0156
1700,112.0338,0.7256,0.0131
1701,110.4526,0.6760,0.0159
1702,103.5019,0.7115,0.0275
1703,106.5444,0.7202,0.0211
1704,116.4791,0.5883,0.0197
1705,115.8137,0.7085,0.0185
1706,111.8889,0.7232,0.0146
1707,108.5186,0.6443,0.0187
1708,110.5539,0.6451,0.0215
1709,116.7650,0.7261,0.0129
1710,118.9843,0.5555,0.0383
1711,109.9236,0.5359,0.0512
1712,108.3289,0.6730,0.0228
1713,120.0851,0.6568,0.0162
1714,115.0775,0.6620,0.0280
1715,108.8772,0.7049,0.0137
1716,106.1113,0.6821,0.0169
1717,105.3990,0.5924,0.0319
1718,114.3957,0.7000,0.0283
1719,115.5720,0.7245,0.0235
1720,116.2923,0.6724,0.0147
1721,102.8133,0.7255,0.0261
1722,111.0631,0.6312,0.0228
1723,112.6801,0.6616,0.0150
1724,115.7547,0.7259,0.0169
1725,112.0972,0.6998,0.0153
1726,113.4955,0.5956,0.0185
1727,112.3672,0.5890,0.0330
1728,108.9530,0.7257,0.0144
1729,116.3083,0.6974,0.0142
1730,113.7770,0.6801,0.0142
1731,107.8201,0.6098,0.0283
1732,117.0497,0.7232,0.0218
1733,116.8213,0.6891,0.0210
1734,110.0893,0.6905,0.0146
1735,106.1313,0.7168,0.0128
1736,108.9610,0.6662,0.0181
1737,111.4214,0.5537,0.0154
1738,109.2326,0.7203,0.0261
1739,108.0784,0.7198,0.0274
1740,111.1703,0.5972,0.0258
1741,117.3393,0.7186,0.0160
1742,113.1364,0.6011,0.0402
1743,110.3564,0.7164,0.0276
1744,109.0851,0.6738,0.0254
1745,116.0115,0.5880,0.0201
1746,112.4707,0.7136,0.0151
1747,116.2604,0.5542,0.0419
1748,108.0729,0.6978,0.0187
1749,109.7882,0.7122,0.0249
1750,118.4126,0.7258,0.0220
1751,114.3200,0.7133,0.0154
1752,116.0145,0.7228,0.0128
1753,108.9720,0.5461,0.0299
1754,111.0081,0.7270,0.0171
1755,113.0355,0.6879,0.0136
1756,115.9248,0.7043,0.0218
1757,109.4749,0.5399,0.0398
1758,110.9869,0.7068,0.0209
1759,105.7937,0.6500,0.0225
1760,118.0014,0.5842,0.0152
1761,109.9650,0.7222,0.0165
1762,108.8712,0.7216,0.0170
1763,108.2213,0.7200,0.0195
1764,117.1821,0.5708,0.0198
1765,115.7373,0.7038,0.0209
1766,116.1354,0.5540,0.0217
1767,113.5649,0.7049,0.0162
1768,116.7483,0.6598,0.0143
1769,114.8991,0.7217,0.0243
1770,115.5828,0.6686,0.0206
1771,109.2081,0.7040,0.0144
1772,117.5225,0.7189,0.0196
1773,106.5062,0.5912,0.0201
1774,116.5747,0.6685,0.0148
1775,114.9233,0.7223,0.0232
1776,112.1794,0.7193,0.0137
1777,110.9546,0.6701,0.0145
1778,112.7291,0.5778,0.0273
1779,114.3188,0.6195,0.0274
1780,112.4760,0.5557,0.0338
1781,117.1358,0.6555,0.0231
1782,114.3614,0.6602,0.0142
1783,116.9402,0.5869,0.0162
1784,119.9151,0.6087,0.0179
1785,111.9994,0.6848,0.0140
1786,117.2954,0.7227,0.0147
1787,109.5246,0.7220,0.0212
1788,109.6221,0.7181,0.0160
1789,109.3962,0.5809,0.0232
1790,105.9351,0.7034,0.0170
1791,114.7392,0.6276,0.0325
1792,107.5741,0.5925,0.0197
1793,113.8132,0.7135,0.0189
1794,112.1381,0.7005,0.0136
1795,117.1459,0.6429,0.0191
1796,109.9592,0.5956,0.0199
1797,115.3267,0.7113,0.0138
1798,114.7533,0.5712,0.0174
1799,116.1426,0.6598,0.0248
1800,115.0968,0.7196,0.0192
1801,115.8818,0.7193,0.0221
1802,112.1487,0.7190,0.0165
1803,117.6315,0.7229,0.0199
1804,110.9381,0.7226,0.0273
1805,115.2595,0.6880,0.0216
1806,113.7506,0.7264,0.0123
1807,112.8787,0.7251,0.0195
1808,103.8179,0.7064,0.0228
1809,106.6817,0.6603,0.0143
1810,115.0478,0.6484,0.0178
1811,108.0263,0.7176,0.0183
1812,110.7163,0.7156,0.0147
1813,112.1887,0.5281,0.0219
1814,108.9261,0.6040,0.0160
1815,112.8829,0.6780,0.0172
1816,115.5949,0.5927,0.0338
1817,111.0343,0.7011,0.0130
1818,112.3232,0.5464,0.0398
1819,107.7839,0.7167,0.0223
1820,111.0011,0.5374,0.0238
1821,108.8732,0.6435,0.0162
1822,112.6438,0.5476,0.0375
1823,114.4645,0.7015,0.0172
1824,112.8628,0.6275,0.0210
1825,111.4707,0.5710,0.0153
1826,116.5752,0.6090,0.0279
1827,110.0663,0.7161,0.0131
1828,109.1296,0.7276,0.0166
1829,109.8789,0.5973,0.0317
1830,108.8234,0.7040,0.0254
1831,117.1204,0.6073,0.0159
1832,110.0779,0.7221,0.0266
1833,102.4640,0.6699,0.0143
1834,111.2187,0.5646,0.0222
1835,107.0037,0.5823,0.0256
1836,104.5791,0.5286,0.0176
1837,115.3747,0.7102,0.0160
1838,107.4760,0.6900,0.0242
1839,117.1746,0.7145,0.0139
1840,110.7150,0.7270,0.0244
1841,104.2207,0.6916,0.0145
1842,106.4928,0.5197,0.0299
1843,113.7848,0.5577,0.0214
1844,109.5834,0.5794,0.0179
1845,111.2094,0.6360,0.0181
1846,114.8686,0.6669,0.0161
1847,110.9523,0.6459,0.0271
1848,112.4637,0.6909,0.0197
1849,117.8223,0.6859,0.0145
1850,106.8266,0.7272,0.0211
1851,113.6777,0.6917,0.0153
1852,109.9847,0.7176,0.0214
1853,114.9991,0.5622,0.0252
1854,114.6642,0.6966,0.0189
1855,114.8208,0.6644,0.0306
1856,111.9740,0.7260,0.0135
1857,110.6149,0.7114,0.0203
1858,108.0989,0.6559,0.0280
1859,111.9291,0.6002,0.0365
1860,107.0734,0.6914,0.0265
1861,110.4127,0.7256,0.0162
1862,109.9991,0.6677,0.0158
1863,116.3573,0.6832,0.0230
1864,109.4699,0.5620,0.0470
1865,108.3491,0.7252,0.0160
1866,108.5369,0.7234,0.0236
1867,106.3786,0.6573,0.0152
1868,116.0249,0.7289,0.0127
1869,106.1188,0.6362,0.0255
1870,113.6329,0.7206,0.0149
1871,115.0619,0.7278,0.0158
1872,111.8524,0.5829,0.0159
1873,114.9179,0.7170,0.0269
1874,106.7937,0.7241,0.0133
1875,118.0376,0.6503,0.0216
1876,113.2931,0.7226,0.0201
1877,110.7101,0.7019,0.0249
1878,104.6553,0.5429,0.0182
1879,111.9018,0.6799,0.0151
1880,113.3187,0.5287,0.0203
1881,111.7730,0.7129,0.0277
1882,109.8984,0.6424,0.0137
1883,114.1817,0.6972,0.0210
1884,107.8322,0.5778,0.0159
1885,114.5832,0.5433,0.0317
1886,117.9517,0.6881,0.0254
1887,106.9498,0.7256,0.0135
1888,109.6530,0.5716,0.0221
1889,113.6235,0.7235,0.0136
1890,105.5021,0.5338,0.0326
1891,114.8443,0.6841,0.0148
1892,118.1613,0.6950,0.0151
1893,107.7053,0.6622,0.0229
1894,116.3571,0.5780,0.0184
1895,111.1526,0.7202,0.0143
1896,115.8317,0.6291,0.0183
1897,110.2912,0.6577,0.0200
1898,114.9406,0.6133,0.0204
1899,115.4639,0.6531,0.0228
1900,113.4362,0.7032,0.0212
1901,112.8711,0.7059,0.0129
1902,108.2224,0.6171,0.0205
1903,114.5154,0.6568,0.0140
1904,108.2470,0.6822,0.0145
1905,114.9084,0.6919,0.0145
1906,118.1604,0.7166,0.0248
1907,108.6325,0.7075,0.0188
1908,117.0463,0.7283,0.0124
1909,111.8348,0.7248,0.0174
1910,114.5531,0.6964,0.0164
1911,116.9781,0.6817,0.0178
1912,112.6560,0.7266,0.0222
1913,110.4697,0.5957,0.0153
1914,113.2987,0.6754,0.0151
1915,108.4645,0.7278,0.0216
1916,110.9214,0.5693,0.0455
1917,107.9948,0.5935,0.0283
1918,116.3690,0.7239,0.0154
1919,111.3849,0.5964,0.0146
1920,108.7397,0.7268,0.0211
1921,113.3913,0.5524,0.0155
1922,111.9440,0.7265,0.0129
1923,118.2430,0.7287,0.0178
1924,118.1562,0.6725,0.0147
1925,118.1914,0.6994,0.0135
1926,113.4168,0.7082,0.0203
1927,113.4684,0.7108,0.0260
1928,116.7799,0.6253,0.0342
1929,112.6509,0.7263,0.0240
1930,109.8226,0.5747,0.0272
1931,112.8320,0.7117,0.0261
1932,112.4298,0.7287,0.0146
1933,113.1630,0.6707,0.0289
1934,114.9278,0.5619,0.0323
1935,117.3061,0.7248,0.0173
1936,114.2475,0.7284,0.0132
1937,112.0887,0.6562,0.0218
1938,111.6797,0.7250,0.0238
1939,113.2821,0.6427,0.0153
1940,109.6251,0.6394,0.0148
1941,110.9801,0.7064,0.0231
1942,112.7658,0.7096,0.0182
1943,109.3097,0.5296,0.0201
1944,111.9278,0.6467,0.0149
1945,112.3525,0.5188,0.0201
1946,111.2877,0.7186,0.0140
1947,110.7241,0.6939,0.0173
1948,111.9144,0.6465,0.0207
1949,110.1270,0.7145,0.0135
1950,115.4108,0.7189,0.0160
1951,108.8188,0.7139,0.0248
1952,109.4408,0.6335,0.0265
1953,114.9134,0.6148,0.0200
1954,115.5811,0.7051,0.0191
1955,115.0576,0.7251,0.0194
1956,111.5862,0.7243,0.0186
1957,117.0721,0.5711,0.0157
1958,112.1880,0.5662,0.0157
1959,103.7063,0.7271,0.0190
1960,112.1709,0.7271,0.0241
1961,111.0401,0.6002,0.0159
1962,107.8969,0.7164,0.0184
1963,114.7700,0.7266,0.0184
1964,103.4410,0.6659,0.0146
1965,113.0120,0.6903,0.0159
1966,111.9328,0.7029,0.0234
1967,105.2532,0.5828,0.0193
1968,109.5719,0.6280,0.0204
1969,112.9693,0.6844,0.0203
1970,113.0313,0.7227,0.0166
1971,115.6549,0.6467,0.0235
1972,112.3293,0.6146,0.0162
1973,114.6828,0.6421,0.0163
1974,109.2767,0.7036,0.0156
1975,105.4537,0.6965,0.0266
1976,111.7183,0.6904,0.0135
1977,116.2194,0.7256,0.0133
1978,108.0941,0.7149,0.0174
1979,108.4936,0.7253,0.0139
1980,117.3145,0.7258,0.0222
1981,111.3507,0.6317,0.0178
1982,108.8650,0.7015,0.0169
1983,113.2005,0.5960,0.0180
1984,110.5007,0.6948,0.0199
1985,103.3931,0.5585,0.0166
1986,108.3275,0.5702,0.0433
1987,112.1361,0.6434,0.0166
1988,110.1647,0.6334,0.0156
1989,107.2367,0.6461,0.0192
1990,109.1082,0.6042,0.0158
1991,113.0316,0.7244,0.0154
1992,109.9159,0.7193,0.0263
1993,112.3918,0.7110,0.0147
1994,107.9921,0.6244,0.0236
1995,118.7183,0.6809,0.0190
1996,113.5764,0.6682,0.0158
1997,112.2322,0.6429,0.0152
1998,113.1528,0.7100,0.0160
1999,109.8955,0.6002,0.0236
2000,113.6715,0.7259,0.0243
2001,109.5041,0.6490,0.0148
2002,113.2309,0.6532,0.0268
2003,117.5050,0.7240,0.0211
2004,109.6704,0.6786,0.0173
2005,116.6466,0.7271,0.0123
2006,108.1337,0.6317,0.0220
2007,110.0160,0.7129,0.0132
2008,114.8218,0.6860,0.0188
2009,110.8999,0.5355,0.0424
2010,115.8274,0.7168,0.0226
2011,110.3481,0.5837,0.0183
2012,112.5258,0.6801,0.0209
2013,108.2150,0.7041,0.0158
2014,115.5456,0.7198,0.0146
2015,114.5553,0.6979,0.0266
2016,113.5878,0.7266,0.0126
2017,110.1820,0.7197,0.0142
2018,106.6398,0.6172,0.0298
2019,111.9249,0.5873,0.0220
2020,110.0331,0.6886,0.0170
2021,115.0927,0.6166,0.0257
2022,113.4142,0.7281,0.0156
2023,107.5549,0.7069,0.0241
2024,107.8088,0.5235,0.0279
2025,114.0937,0.7249,0.0214
2026,107.2099,0.7053,0.0193
2027,108.2533,0.7246,0.0125
2028,110.2715,0.7054,0.0208
2029,109.8216,0.5992,0.0224
2030,119.1949,0.7288,0.0123
2031,108.7779,0.5682,0.0290
2032,112.1161,0.7290,0.0172
2033,109.0124,0.7247,0.0251
2034,107.6920,0.6851,0.0289
2035,106.7923,0.6265,0.0182
2036,112.2586,0.7093,0.0140
2037,113.3573,0.7274,0.0206
2038,113.2497,0.7128,0.0281
2039,110.7581,0.6530,0.0156
2040,111.3882,0.7097,0.0186
2041,113.2052,0.5960,0.0171
2042,114.8954,0.5885,0.0241
2043,103.4261,0.7255,0.0169
2044,109.6577,0.6579,0.0150
2045,107.3287,0.5296,0.0373
2046,117.3305,0.7248,0.0160
2047,115.3842,0.7282,0.0168
2048,115.8545,0.7286,0.0145
2049,115.8322,0.7144,0.0126
2050,112.5441,0.6985,0.0175
2051,111.7924,0.6827,0.0136
2052,101.4446,0.7224,0.0244
2053,111.7085,0.5624,0.0227
2054,116.2920,0.7206,0.0159
2055,114.3435,0.7265,0.0205
2056,113.0312,0.6820,0.0141
2057,112.2646,0.6769,0.0206
2058,115.2618,0.7281,0.0126
2059,110.9158,0.7053,0.0167
2060,112.0778,0.6977,0.0132
2061,109.2789,0.5345,0.0253
2062,112.8424,0.5377,0.0332
2063,111.4553,0.6929,0.0141
2064,109.5404,0.5904,0.0199
2065,111.6125,0.7172,0.0241
2066,112.7374,0.6982,0.0291
2067,117.1336,0.7143,0.0143
2068,114.4230,0.6888,0.0144
2069,111.1306,0.5686,0.0196
2070,109.5214,0.6799,0.0133
2071,112.0527,0.6457,0.0324
2072,110.5000,0.7183,0.0249
2073,113.9578,0.7042,0.0155
2074,115.8416,0.5846,0.0236
2075,101.3631,0.5368,0.0184
2076,108.9395,0.6671,0.0176
2077,107.4001,0.7181,0.0184
2078,110.7649,0.5271,0.0208
2079,114.3608,0.7117,0.0174
2080,111.6420,0.5230,0.0333
2081,112.0316,0.7112,0.0262
2082,113.9754,0.6801,0.0145
2083,111.2768,0.6884,0.0187
2084,108.3325,0.7001,0.0177
2085,115.0195,0.7266,0.0129
2086,108.2732,0.5777,0.0272
2087,118.1426,0.7017,0.0132
2088,113.1144,0.7194,0.0267
2089,110.1306,0.6396,0.0155
2090,117.1871,0.6774,0.0160
2091,114.8221,0.7090,0.0262
2092,104.4482,0.7181,0.0151
2093,116.1213,0.6477,0.0148
2094,115.9505,0.5945,0.0277
2095,117.3746,0.7024,0.0129
2096,115.0987,0.7216,0.0219
2097,109.0761,0.7214,0.0187
2098,113.4372,0.7288,0.0152
2099,110.0866,0.6075,0.0168
2100,112.0414,0.7250,0.0176
2101,111.4822,0.6841,0.0166
2102,106.4957,0.5192,0.0306
2103,113.0092,0.6291,0.0182
2104,115.8208,0.5176,0.0174
2105,113.9412,0.6669,0.0148
2106,108.9819,0.7146,0.0169
2107,107.7722,0.7193,0.0158
2108,110.9543,0.7212,0.0198
2109,111.4610,0.6287,0.0215
2110,116.4427,0.7111,0.0142
2111,110.4922,0.7242,0.0166
2112,106.7876,0.5726,0.0155
2113,117.0417,0.6008,0.0200
2114,108.8322,0.7151,0.0159
2115,110.9451,0.6829,0.0151
2116,116.4437,0.6279,0.0306
2117,117.8551,0.5880,0.0167
2118,111.3925,0.6771,0.0172
2119,108.7050,0.7225,0.0171
2120,115.8201,0.5133,0.0243
2121,114.0483,0.6385,0.0161
2122,111.4946,0.7045,0.0173
2123,111.8724,0.6939,0.0200
2124,108.8856,0.5713,0.0377
2125,109.3069,0.6411,0.0223
2126,117.0665,0.7003,0.0205
2127,108.9913,0.7289,0.0138
2128,112.1331,0.7230,0.0158
2129,111.9756,0.5275,0.0491
2130,115.4734,0.6544,0.0272
2131,110.6629,0.7245,0.0162
2132,110.2978,0.5658,0.0226
2133,106.2228,0.7203,0.0212
2134,111.2185,0.7237,0.0127
2135,115.6104,0.6470,0.0196
2136,109.9975,0.7284,0.0162
2137,109.4662,0.7167,0.0172
2138,118.1176,0.7282,0.0148
2139,113.8409,0.7266,0.0218
2140,115.7706,0.6967,0.0134
2141,102.2391,0.5525,0.0177
2142,110.4745,0.7273,0.0130
2143,111.6307,0.5133,0.0399
2144,113.2655,0.5736,0.0231
2145,116.6992,0.5811,0.0170
2146,115.1269,0.5883,0.0149
2147,112.3942,0.5324,0.0290
2148,111.8612,0.7155,0.0235
2149,111.5138,0.7148,0.0155
2150,114.5658,0.7285,0.0131
2151,110.7741,0.7193,0.0160
2152,111.3009,0.5339,0.0223
2153,110.3226,0.6854,0.0166
2154,108.8702,0.6978,0.0157
2155,104.5557,0.5541,0.0358
2156,115.0857,0.6747,0.0305
2157,108.3674,0.6143,0.0360
2158,110.1859,0.6598,0.0143
2159,106.8947,0.6793,0.0201
2160,119.8949,0.5847,0.0239
2161,112.0069,0.5492,0.0156
2162,110.7352,0.7247,0.0140
2163,118.6839,0.7203,0.0144
2164,110.3837,0.6255,0.0150
2165,114.5586,0.6703,0.0149
2166,110.7887,0.7094,0.0147
2167,113.8977,0.7275,0.0126
2168,111.5753,0.5616,0.0200
2169,107.3339,0.6087,0.0206
2170,119.7233,0.5899,0.0380
2171,104.5863,0.6588,0.0236
2172,118.0213,0.5584,0.0368
2173,114.5276,0.7214,0.0160
2174,108.5435,0.7233,0.0155
2175,115.7946,0.7084,0.0224
2176,114.8987,0.6741,0.0150
2177,114.1555,0.7195,0.0140
2178,115.3169,0.7135,0.0236
2179,116.6701,0.7024,0.0192
2180,114.2898,0.6710,0.0170
2181,109.9434,0.7280,0.0133
2182,108.7577,0.6579,0.0175
2183,116.5799,0.7254,0.0237
2184,108.7985,0.7087,0.0147
2185,115.2466,0.7012,0.0170
2186,110.0873,0.7282,0.0150
2187,113.6627,0.7229,0.0242
2188,118.5050,0.6676,0.0159
2189,116.4372,0.6267,0.0160
2190,114.8222,0.7117,0.0127
2191,113.6171,0.6437,0.0168
2192,109.8020,0.5600,0.0224
2193,113.4147,0.5652,0.0260
2194,105.6485,0.5880,0.0160
2195,110.2589,0.6542,0.0141
2196,109.5539,0.6904,0.0210
2197,107.0017,0.5965,0.0147
2198,109.5085,0.7230,0.0128
2199,117.5516,0.6713,0.0179
2200,109.3680,0.5335,0.0470
2201,111.7911,0.6427,0.0321
2202,109.0333,0.6838,0.0275
2203,112.0140,0.6951,0.0140
2204,114.2500,0.6375,0.0324
2205,115.0854,0.6763,0.0166
2206,108.1026,0.7122,0.0253
2207,105.7491,0.5944,0.0211
2208,107.4556,0.7182,0.0171
2209,113.0614,0.6401,0.0140
2210,115.6268,0.7267,0.0141
2211,111.0995,0.5603,0.0188
2212,113.4705,0.6427,0.0285
2213,113.2144,0.7185,0.0140
2214,116.5071,0.6016,0.0230
2215,105.2538,0.6966,0.0185
2216,112.9976,0.6374,0.0262
2217,114.6483,0.7263,0.0143
2218,116.5770,0.7148,0.0281
2219,113.3540,0.6700,0.0188
2220,115.1414,0.7129,0.0164
2221,113.0128,0.6922,0.0242
2222,114.0666,0.7231,0.0142
2223,114.6445,0.6708,0.0174
2224,115.3094,0.6783,0.0315
2225,113.4116,0.7280,0.0128
2226,111.7394,0.7182,0.0266
2227,105.6217,0.7212,0.0194
2228,105.4187,0.6270,0.0234
2229,111.0283,0.6127,0.0187
2230,117.1600,0.5590,0.0413
2231,109.8193,0.6468,0.0203
2232,119.6517,0.5245,0.0216
2233,110.7248,0.5472,0.0508
2234,114.2867,0.6438,0.0169
2235,109.2947,0.6270,0.0184
2236,111.2092,0.7142,0.0203
2237,109.5722,0.7264,0.0171
2238,109.6379,0.6287,0.0216
2239,110.0993,0.5348,0.0269
2240,114.2986,0.7271,0.0209
2241,111.6921,0.5232,0.0170
2242,116.0060,0.6582,0.0177
2243,116.7749,0.7009,0.0162
2244,108.3571,0.7251,0.0141
2245,114.0806,0.7134,0.0246
2246,112.8030,0.6856,0.0181
2247,108.5779,0.5874,0.0236
2248,115.3958,0.6773,0.0192
2249,110.7470,0.7141,0.0137
2250,110.4646,0.6593,0.0252
2251,115.3693,0.6877,0.0190
2252,111.0664,0.7287,0.0235
2253,104.9859,0.6642,0.0154
2254,108.9829,0.7223,0.0142
2255,118.5992,0.5917,0.0230
2256,105.3935,0.7267,0.0216
2257,110.3876,0.7085,0.0145
2258,115.3604,0.7161,0.0162
2259,111.3423,0.5117,0.0359
2260,107.4158,0.6861,0.0136
2261,107.5644,0.6901,0.0149
2262,107.5650,0.5751,0.0174
2263,105.6758,0.6313,0.0163
2264,112.5319,0.5516,0.0381
2265,110.8656,0.6272,0.0282
2266,108.9443,0.6812,0.0214
2267,103.0236,0.7245,0.0155
2268,109.3757,0.7236,0.0212
2269,113.9326,0.7137,0.0144
2270,104.9921,0.5928,0.0341
2271,118.5191,0.7252,0.0124
2272,115.3429,0.7242,0.0233
2273,116.6175,0.6106,0.0338
2274,113.5002,0.7188,0.0191
2275,116.9880,0.7147,0.0129
2276,112.9651,0.5389,0.0240
2277,116.5433,0.7072,0.0245
2278,113.3946,0.6453,0.0234
2279,116.0834,0.7150,0.0258
2280,105.6988,0.7091,0.0254
2281,112.7307,0.6057,0.0152
2282,111.8196,0.6816,0.0176
2283,116.5958,0.6562,0.0188
2284,104.7331,0.6278,0.0231
2285,108.1866,0.6363,0.0157
2286,113.0856,0.7197,0.0178
2287,112.1006,0.6478,0.0140
2288,117.4594,0.7275,0.0248
2289,118.2551,0.7040,0.0291
2290,107.4509,0.6966,0.0143
2291,114.4475,0.6496,0.0155
2292,108.8811,0.6974,0.0138
2293,108.4953,0.7155,0.0129
2294,112.0947,0.6841,0.0181
2295,105.0504,0.5984,0.0239
2296,109.7154,0.5682,0.0295
2297,110.0087,0.6407,0.0190
2298,114.5735,0.7153,0.0259
2299,108.5873,0.7027,0.0207
2300,109.8572,0.6403,0.0155
2301,113.6059,0.5618,0.0248
2302,114.1695,0.7225,0.0249
2303,113.8788,0.6485,0.0164
2304,110.6199,0.6891,0.0153
2305,118.4301,0.7004,0.0184
2306,108.4910,0.6453,0.0323
2307,114.8671,0.5451,0.0220
2308,113.1022,0.6846,0.0152
2309,102.7735,0.7221,0.0153
2310,113.7503,0.7207,0.0132
2311,112.7523,0.7140,0.0184
2312,110.0488,0.5667,0.0156
2313,108.6178,0.6787,0.0140
2314,117.3159,0.5282,0.0240
2315,112.3897,0.5373,0.0401
2316,116.0509,0.5981,0.0199
2317,111.8144,0.6218,0.0191
2318,109.5402,0.6354,0.0181
2319,112.6416,0.6469,0.0148
2320,115.5363,0.7240,0.0200
2321,110.1711,0.6996,0.0247
2322,110.2334,0.6835,0.0192
2323,114.9225,0.7259,0.0130
2324,111.3234,0.7099,0.0174
2325,111.4723,0.6863,0.0137
2326,110.9112,0.7183,0.0205
2327,112.7184,0.5177,0.0194
2328,117.3997,0.6835,0.0196
2329,110.8003,0.7212,0.0145
2330,112.3323,0.6949,0.0175
2331,110.5275,0.7262,0.0207
2332,114.8784,0.7069,0.0257
2333,113.8332,0.5491,0.0342
2334,110.3222,0.7225,0.0144
2335,119.5066,0.6884,0.0221
2336,114.7774,0.6829,0.0151
2337,115.1149,0.6691,0.0146
2338,107.3997,0.7239,0.0135
2339,110.9009,0.6364,0.0166
2340,108.9080,0.7082,0.0130
2341,109.1514,0.7141,0.0189
2342,110.7689,0.7096,0.0145
2343,109.7293,0.6817,0.0227
2344,111.0649,0.6969,0.0175
2345,112.4983,0.7251,0.0190
2346,108.7484,0.6757,0.0165
2347,115.9666,0.7229,0.0130
2348,117.5630,0.6765,0.0240
2349,107.5893,0.6317,0.0227
2350,115.9414,0.5525,0.0283
2351,107.4321,0.7114,0.0213
2352,113.6458,0.7230,0.0131
2353,109.5760,0.7258,0.0218
2354,113.8352,0.6480,0.0255
2355,112.9655,0.5790,0.0190
2356,106.6112,0.6924,0.0136
2357,115.6888,0.7273,0.0232
2358,117.1809,0.6563,0.0299
2359,117.0927,0.7058,0.0292
2360,114.7217,0.6767,0.0172
2361,114.8137,0.7290,0.0144
2362,107.0556,0.7289,0.0168
2363,108.7339,0.7162,0.0130
2364,110.4437,0.5170,0.0346
2365,113.5434,0.6967,0.0140
2366,110.2064,0.5422,0.0317
2367,107.8455,0.7138,0.0137
2368,111.0163,0.7284,0.0183
2369,106.6129,0.7022,0.0137
2370,105.2369,0.6864,0.0262
2371,113.4852,0.7204,0.0180
2372,114.0060,0.7229,0.0178
2373,119.5979,0.5779,0.0260
2374,113.3792,0.7249,0.0236
2375,113.9804,0.5863,0.0147
2376,111.0702,0.6087,0.0222
2377,108.9186,0.7148,0.0216
2378,114.4016,0.6199,0.0166
2379,110.6767,0.6475,0.0212
2380,116.0434,0.5859,0.0382
